CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,hemisphere,NAVR,NAVR_corrected,correction,population_size,d_icv_thresholded
ADHDadult_casevsCN,L_bankssts,0.01,-0.06,,,514,709,0.81,0.95,lh,0.1677499689699687,0.0141021142412646,0.0840662703418397,566,
ADHDadult_casevsCN,L_caudalanteriorcingulate,-0.11,-0.06,,,538,730,0.06,0.43,lh,0.218059913852788,0.0183314836686667,0.0840662703418397,566,-0.11
ADHDadult_casevsCN,L_caudalmiddlefrontal,-0.02,-0.06,,,539,733,0.74,0.95,lh,0.1754537886883238,0.0147497456323726,0.0840662703418397,566,-0.02
ADHDadult_casevsCN,L_cuneus,0.11,-0.06,,,539,732,0.06,0.43,lh,0.2156188068256477,0.0181262689053898,0.0840662703418397,566,0.11
ADHDadult_casevsCN,L_entorhinal,-0.06,-0.06,,,479,670,0.33,0.88,lh,0.3470851322603475,0.0291781525602315,0.0840662703418397,566,-0.06
ADHDadult_casevsCN,L_fusiform,-0.01,-0.06,,,493,687,0.89,0.95,lh,0.2208815572798723,0.0185686887078163,0.0840662703418397,566,
ADHDadult_casevsCN,L_inferiorparietal,0.08,-0.06,,,538,730,0.17,0.55,lh,0.1391924238955952,0.011701387936743,0.0840662703418397,566,0.08
ADHDadult_casevsCN,L_inferiortemporal,0.0,-0.06,,,493,683,0.97,0.97,lh,0.1933617196161122,0.0162551985950111,0.0840662703418397,566,
ADHDadult_casevsCN,L_isthmuscingulate,0.04,-0.06,,,539,733,0.52,0.95,lh,0.2217328411887773,0.0186402529710399,0.0840662703418397,566,0.04
ADHDadult_casevsCN,L_lateraloccipital,0.14,-0.06,,,539,730,0.02,0.43,lh,0.150791017775439,0.0126764384654312,0.0840662703418397,566,0.14
ADHDadult_casevsCN,L_lateralorbitofrontal,0.03,-0.06,,,539,733,0.66,0.95,lh,0.2366271707244036,0.0198923637043423,0.0840662703418397,566,0.03
ADHDadult_casevsCN,L_lingual,0.11,-0.06,,,494,688,0.07,0.43,lh,0.2512365800286637,0.0211205222564488,0.0840662703418397,566,0.11
ADHDadult_casevsCN,L_medialorbitofrontal,-0.08,-0.06,,,539,731,0.17,0.55,lh,0.2975518992888137,0.0250140784063412,0.0840662703418397,566,-0.08
ADHDadult_casevsCN,L_middletemporal,0.02,-0.06,,,477,670,0.8,0.95,lh,0.1657611287649302,0.0139349198629211,0.0840662703418397,566,0.02
ADHDadult_casevsCN,L_parahippocampal,0.1,-0.06,,,492,688,0.09,0.43,lh,0.1422978600733205,0.011962450373989,0.0840662703418397,566,0.1
ADHDadult_casevsCN,L_paracentral,-0.01,-0.06,,,538,732,0.8,0.95,lh,0.2092279907162433,0.0175890168306316,0.0840662703418397,566,
ADHDadult_casevsCN,L_parsopercularis,-0.01,-0.06,,,539,731,0.89,0.95,lh,0.1716496166533328,0.0144299430776522,0.0840662703418397,566,
ADHDadult_casevsCN,L_parsorbitalis,-0.01,-0.06,,,539,732,0.92,0.95,lh,0.2587111955052084,0.0217488853018013,0.0840662703418397,566,
ADHDadult_casevsCN,L_parstriangularis,-0.03,-0.06,,,538,732,0.6,0.95,lh,0.1949399530679564,0.0163878747950363,0.0840662703418397,566,-0.03
