SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,hemisphere,NAVR,NAVR_corrected,correction,population_size,d_icv_thresholded
MDDadult_casevsCN,L_bankssts,-0.024,0.043,,,7487,1748,0.582,0.92,lh,0.1786116799446558,0.0150152177724375,0.0840662703418397,566,-0.024
MDDadult_casevsCN,L_caudalanteriorcingulate,0.021,0.03,,,7590,1883,0.48,0.92,lh,0.1683153490493292,0.014149643635862,0.0840662703418397,566,0.021
MDDadult_casevsCN,L_caudalmiddlefrontal,0.045,0.053,,,7605,1885,0.389,0.92,lh,0.1391865515943926,0.0117008942742826,0.0840662703418397,566,0.045
MDDadult_casevsCN,L_cuneus,-0.007,0.03,,,7626,1889,0.818,0.92,lh,0.1320470351444211,0.0111007017542893,0.0840662703418397,566,
MDDadult_casevsCN,L_entorhinal,0.008,0.043,,,7434,1821,0.856,0.92,lh,0.3530218209694457,0.0296772278381859,0.0840662703418397,566,
MDDadult_casevsCN,L_fusiform,0.012,0.03,,,7503,1862,0.688,0.92,lh,0.1480590464773536,0.0124467718277202,0.0840662703418397,566,
MDDadult_casevsCN,L_inferiorparietal,-0.005,0.03,,,7587,1876,0.859,0.92,lh,0.0921604482852544,0.0077475851603733,0.0840662703418397,566,
MDDadult_casevsCN,L_inferiortemporal,0.046,0.044,,,7623,1869,0.294,0.92,lh,0.1600867279656501,0.0134578941513008,0.0840662703418397,566,0.046
MDDadult_casevsCN,L_isthmuscingulate,0.063,0.058,,,7641,1893,0.283,0.92,lh,0.1325562515823995,0.0111435096810269,0.0840662703418397,566,0.063
MDDadult_casevsCN,L_lateraloccipital,0.016,0.055,,,7633,1892,0.776,0.92,lh,0.0874525302944431,0.0073518080538105,0.0840662703418397,566,0.016
MDDadult_casevsCN,L_lateralorbitofrontal,0.041,0.036,,,7655,1901,0.253,0.92,lh,0.1678207846915011,0.0141080674548554,0.0840662703418397,566,0.041
MDDadult_casevsCN,L_lingual,0.028,0.059,,,7640,1894,0.632,0.92,lh,0.1180788657866528,0.0099264498528785,0.0840662703418397,566,0.028
MDDadult_casevsCN,L_medialorbitofrontal,0.035,0.059,,,7554,1869,0.552,0.92,lh,0.2772285734046759,0.02330557219832,0.0840662703418397,566,0.035
MDDadult_casevsCN,L_middletemporal,-0.034,0.051,,,7526,1802,0.513,0.92,lh,0.1432600859199927,0.0120433411121452,0.0840662703418397,566,-0.034
MDDadult_casevsCN,L_parahippocampal,-0.017,0.048,,,7592,1879,0.725,0.92,lh,0.253750614238687,0.0213318677359973,0.0840662703418397,566,
MDDadult_casevsCN,L_paracentral,0.018,0.068,,,7547,1865,0.788,0.92,lh,0.1580756850541815,0.0132888332742363,0.0840662703418397,566,0.018
MDDadult_casevsCN,L_parsopercularis,-0.015,0.03,,,7619,1889,0.62,0.92,lh,0.141107643524262,0.0118623933078105,0.0840662703418397,566,-0.015
MDDadult_casevsCN,L_parsorbitalis,-0.002,0.051,,,7647,1899,0.965,0.965,lh,0.2067718729739145,0.0173825401725136,0.0840662703418397,566,
MDDadult_casevsCN,L_parstriangularis,-0.063,0.03,,,7634,1894,0.037,0.87,lh,0.1342439775300349,0.0112853905068037,0.0840662703418397,566,-0.063
MDDadult_casevsCN,L_pericalcarine,-0.008,0.062,,,7654,1895,0.893,0.92,lh,0.1515153742526108,0.012737332412865,0.0840662703418397,566,
MDDadult_casevsCN,L_postcentral,0.006,0.035,,,7571,1866,0.862,0.92,lh,0.1565426209458112,0.0131599542924507,0.0840662703418397,566,
MDDadult_casevsCN,L_posteriorcingulate,0.006,0.03,,,7645,1896,0.851,0.92,lh,0.1439203019218107,0.0120988430090381,0.0840662703418397,566,
MDDadult_casevsCN,L_precentral,0.034,0.072,,,7587,1878,0.631,0.92,lh,0.1234912044252991,0.0103814449760565,0.0840662703418397,566,0.034
MDDadult_casevsCN,L_precuneus,0.011,0.043,,,7636,1892,0.798,0.92,lh,0.115806001618221,0.0097353786392448,0.0840662703418397,566,0.011
MDDadult_casevsCN,L_rostralanteriorcingulate,0.04,0.03,,,7540,1861,0.186,0.92,lh,0.1985332985113387,0.0166899539445113,0.0840662703418397,566,0.04
MDDadult_casevsCN,L_rostralmiddlefrontal,0.025,0.03,,,7634,1897,0.397,0.92,lh,0.1574330702065638,0.0132348110407308,0.0840662703418397,566,0.025
MDDadult_casevsCN,L_superiorfrontal,0.052,0.03,,,7555,1879,0.088,0.92,lh,0.1296969686255579,0.0109031404269932,0.0840662703418397,566,0.052
MDDadult_casevsCN,L_superiorparietal,0.017,0.03,,,7592,1877,0.575,0.92,lh,0.1358861602066383,0.0114234426796458,0.0840662703418397,566,0.017
MDDadult_casevsCN,L_superiortemporal,0.011,0.05,,,7510,1787,0.827,0.92,lh,0.1176477597997551,0.009890208380438,0.0840662703418397,566,0.011
MDDadult_casevsCN,L_supramarginal,0.04,0.043,,,7512,1835,0.35,0.92,lh,0.1082569006559294,0.009100753876911,0.0840662703418397,566,0.04
MDDadult_casevsCN,L_frontalpole,-0.049,0.03,,,7657,1900,0.1,0.92,lh,0.3878276705376012,0.0326032257974599,0.0840662703418397,566,-0.049
MDDadult_casevsCN,L_temporalpole,0.066,0.03,,,7620,1868,0.029,0.87,lh,0.3829949443932145,0.0321969565349178,0.0840662703418397,566,0.066
MDDadult_casevsCN,L_transversetemporal,0.013,0.056,,,7654,1899,0.815,0.92,lh,0.1809503801815842,0.0152118235788037,0.0840662703418397,566,
MDDadult_casevsCN,L_insula,0.014,0.049,,,7634,1896,0.782,0.92,lh,0.299847994886643,0.0252071025995991,0.0840662703418397,566,
MDDadult_casevsCN,R_bankssts,0.01,0.031,,,7569,1815,0.751,0.92,rh,0.1825977843962243,0.0153503147068739,0.0840662703418397,566,
MDDadult_casevsCN,R_caudalanteriorcingulate,0.011,0.03,,,7615,1883,0.707,0.92,rh,0.1383714680931598,0.0116323732443168,0.0840662703418397,566,
MDDadult_casevsCN,R_caudalmiddlefrontal,0.009,0.03,,,7620,1889,0.761,0.92,rh,0.1657564399893244,0.0139345256950434,0.0840662703418397,566,
MDDadult_casevsCN,R_cuneus,0.058,0.036,,,7634,1891,0.107,0.92,rh,0.1359122118474259,0.0114256327439231,0.0840662703418397,566,0.058
MDDadult_casevsCN,R_entorhinal,0.036,0.031,,,7409,1796,0.24,0.92,rh,0.3394861382835046,0.0285393334782482,0.0840662703418397,566,0.036
MDDadult_casevsCN,R_fusiform,-0.034,0.041,,,7523,1860,0.395,0.92,rh,0.1441676106290709,0.0121196333296805,0.0840662703418397,566,-0.034
MDDadult_casevsCN,R_inferiorparietal,-0.024,0.05,,,7584,1877,0.629,0.92,rh,0.0931743589228291,0.0078328208461341,0.0840662703418397,566,-0.024
MDDadult_casevsCN,R_inferiortemporal,0.005,0.03,,,7634,1885,0.876,0.92,rh,0.1463527859563971,0.0123033328694918,0.0840662703418397,566,
MDDadult_casevsCN,R_isthmuscingulate,0.04,0.047,,,7642,1896,0.393,0.92,rh,0.1798584080766769,0.0151200255566268,0.0840662703418397,566,0.04
MDDadult_casevsCN,R_lateraloccipital,0.067,0.03,,,7642,1897,0.026,0.87,rh,0.0883526703971253,0.0074274794750281,0.0840662703418397,566,0.067
