Structure,p,Cohen_d,b,SE,lower_ci,upper_ci,perc_diff,n_patients,n_controls,population_size,metric,subgroup,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,Cohen_d_thresholded
L_bankssts,0.006,-0.104,-0.027,0.01,-0.047,-0.008,-1.184,819,832,1651,thickness,HY2-vs-PD,L_bankssts,lh,0.1679100593637136,0.008264815712746362,0.0827605888602368,584,-0.104
R_bankssts,0.005,-0.109,-0.029,0.01,-0.048,-0.009,-1.185,887,870,1757,thickness,HY2-vs-PD,R_bankssts,rh,0.1534593994993605,0.007322132935296235,0.0827605888602368,584,-0.109
L_caudalanteriorcingulate,0.15,0.06,0.021,0.015,-0.008,0.05,0.815,928,901,1829,thickness,HY2-vs-PD,L_caudalanteriorcingulate,lh,0.2181119375336781,0.010200056528611367,0.0827605888602368,584,0.06
R_caudalanteriorcingulate,0.98,0.001,0.001,0.013,-0.025,0.026,0.014,926,906,1832,thickness,HY2-vs-PD,R_caudalanteriorcingulate,rh,0.2345456463717201,0.010959598316827962,0.0827605888602368,584,
L_caudalmiddlefrontal,0.011,-0.1,-0.021,0.008,-0.038,-0.005,-0.884,933,898,1831,thickness,HY2-vs-PD,L_caudalmiddlefrontal,lh,0.1753441914871878,0.008195533075971019,0.0827605888602368,584,-0.1
R_caudalmiddlefrontal,0.321,-0.041,-0.008,0.008,-0.025,0.008,-0.354,929,898,1827,thickness,HY2-vs-PD,R_caudalmiddlefrontal,rh,0.1700381669057965,0.007956226466317095,0.0827605888602368,584,-0.041
L_cuneus,0.002,-0.121,-0.024,0.008,-0.038,-0.009,-1.335,871,867,1738,thickness,HY2-vs-PD,L_cuneus,lh,0.2145175843375185,0.010291247131708666,0.0827605888602368,584,-0.121
R_cuneus,0.018,-0.085,-0.019,0.008,-0.035,-0.003,-1.054,841,843,1684,thickness,HY2-vs-PD,R_cuneus,rh,0.2110250670946185,0.010284732468721717,0.0827605888602368,584,-0.085
L_entorhinal,0.005,-0.115,-0.049,0.018,-0.083,-0.015,-1.518,912,899,1811,thickness,HY2-vs-PD,L_entorhinal,lh,0.347724072261647,0.016342012095081442,0.0827605888602368,584,-0.115
R_entorhinal,0.001,-0.117,-0.063,0.019,-0.1,-0.026,-1.858,881,883,1764,thickness,HY2-vs-PD,R_entorhinal,rh,0.3352087278490374,0.015962320373763685,0.0827605888602368,584,-0.117
L_frontalpole,0.95,0.003,0.001,0.014,-0.027,0.029,0.034,935,902,1837,thickness,HY2-vs-PD,L_frontalpole,lh,0.3407844666065796,0.01590212666285154,0.0827605888602368,584,
R_frontalpole,0.106,-0.068,-0.023,0.014,-0.051,0.005,-0.879,932,905,1837,thickness,HY2-vs-PD,R_frontalpole,rh,0.3308039802832321,0.015436404268720373,0.0827605888602368,584,-0.068
L_fusiform,0.001,-0.173,-0.039,0.009,-0.057,-0.022,-1.531,922,901,1823,thickness,HY2-vs-PD,L_fusiform,lh,0.2199788565103603,0.010304278817867274,0.0827605888602368,584,-0.173
R_fusiform,0.001,-0.132,-0.041,0.01,-0.06,-0.021,-1.556,930,904,1834,thickness,HY2-vs-PD,R_fusiform,rh,0.2034578796835348,0.009501777232063685,0.0827605888602368,584,-0.132
