Structure,p,Cohen_d,b,SE,lower_ci,upper_ci,perc_diff,n_patients,n_controls,population_size,metric,subgroup,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,Cohen_d_thresholded
L_bankssts,0.874,0.008,0.002,0.012,-0.022,0.026,0.086,919,386,1305,thickness,HY1-vs-HY2,L_bankssts,lh,0.1679100593637136,0.009296114301419706,0.0827605888602368,584,
R_bankssts,0.767,-0.014,-0.004,0.013,-0.028,0.021,-0.156,1003,421,1424,thickness,HY1-vs-HY2,R_bankssts,rh,0.1534593994993605,0.00813333190681856,0.0827605888602368,584,-0.014
L_caudalanteriorcingulate,0.871,0.008,0.003,0.018,-0.032,0.037,0.11,1046,436,1482,thickness,HY1-vs-HY2,L_caudalanteriorcingulate,lh,0.2181119375336781,0.011331445896819054,0.0827605888602368,584,
R_caudalanteriorcingulate,0.734,-0.017,-0.005,0.016,-0.037,0.026,-0.224,1046,434,1480,thickness,HY1-vs-HY2,R_caudalanteriorcingulate,rh,0.2345456463717201,0.012193447535008077,0.0827605888602368,584,-0.017
L_caudalmiddlefrontal,0.576,0.028,0.006,0.011,-0.015,0.027,0.247,1051,433,1484,thickness,HY1-vs-HY2,L_caudalmiddlefrontal,lh,0.1753441914871878,0.009103416835543632,0.0827605888602368,584,0.028
R_caudalmiddlefrontal,0.696,-0.02,-0.004,0.011,-0.025,0.017,-0.176,1048,433,1481,thickness,HY1-vs-HY2,R_caudalmiddlefrontal,rh,0.1700381669057965,0.008836878438641145,0.0827605888602368,584,-0.02
L_cuneus,0.375,-0.044,-0.008,0.009,-0.026,0.01,-0.469,980,407,1387,thickness,HY1-vs-HY2,L_cuneus,lh,0.2145175843375185,0.011520057927386347,0.0827605888602368,584,-0.044
R_cuneus,0.462,-0.034,-0.007,0.01,-0.026,0.012,-0.393,953,403,1356,thickness,HY1-vs-HY2,R_cuneus,rh,0.2110250670946185,0.011461308380820242,0.0827605888602368,584,-0.034
L_entorhinal,0.761,-0.016,-0.007,0.022,-0.05,0.036,-0.207,1028,428,1456,thickness,HY1-vs-HY2,L_entorhinal,lh,0.347724072261647,0.018225693615754057,0.0827605888602368,584,
R_entorhinal,0.688,-0.017,-0.009,0.023,-0.055,0.037,-0.282,998,421,1419,thickness,HY1-vs-HY2,R_entorhinal,rh,0.3352087278490374,0.017797299779051496,0.0827605888602368,584,
L_frontalpole,0.835,-0.011,-0.004,0.018,-0.038,0.031,-0.138,1053,432,1485,thickness,HY1-vs-HY2,L_frontalpole,lh,0.3407844666065796,0.017686689829324666,0.0827605888602368,584,
R_frontalpole,0.278,-0.055,-0.019,0.017,-0.053,0.015,-0.725,1052,433,1485,thickness,HY1-vs-HY2,R_frontalpole,rh,0.3308039802832321,0.0171687032916617,0.0827605888602368,584,-0.055
L_fusiform,0.494,-0.033,-0.007,0.011,-0.029,0.014,-0.291,1038,429,1467,thickness,HY1-vs-HY2,L_fusiform,lh,0.2199788565103603,0.011486715875876073,0.0827605888602368,584,-0.033
R_fusiform,0.366,-0.036,-0.011,0.012,-0.035,0.013,-0.427,1047,433,1480,thickness,HY1-vs-HY2,R_fusiform,rh,0.2034578796835348,0.010577271502935437,0.0827605888602368,584,-0.036
L_inferiorparietal,0.532,-0.031,-0.006,0.01,-0.025,0.013,-0.264,1015,429,1444,thickness,HY1-vs-HY2,L_inferiorparietal,lh,0.1388691826870925,0.007308904351952236,0.0827605888602368,584,-0.031
R_inferiorparietal,0.991,-0.001,0.001,0.01,-0.019,0.019,-0.005,1018,424,1442,thickness,HY1-vs-HY2,R_inferiorparietal,rh,0.1402146441904612,0.007384834038338816,0.0827605888602368,584,
L_inferiortemporal,0.686,0.02,0.005,0.011,-0.018,0.027,0.176,1020,412,1432,thickness,HY1-vs-HY2,L_inferiortemporal,lh,0.1931727905328623,0.010209499219255052,0.0827605888602368,584,0.02
R_inferiortemporal,0.702,-0.017,-0.004,0.012,-0.027,0.018,-0.166,1025,426,1451,thickness,HY1-vs-HY2,R_inferiortemporal,rh,0.1804525516817452,0.009474565816142647,0.0827605888602368,584,-0.017
L_insula,0.4,-0.045,-0.011,0.013,-0.035,0.014,-0.362,1052,433,1485,thickness,HY1-vs-HY2,L_insula,lh,0.2981904866965747,0.01547606527015294,0.0827605888602368,584,-0.045
R_insula,0.308,-0.047,-0.014,0.013,-0.04,0.013,-0.476,1043,432,1475,thickness,HY1-vs-HY2,R_insula,rh,0.3167477759911346,0.016494819204753503,0.0827605888602368,584,-0.047
L_isthmuscingulate,0.231,-0.061,-0.015,0.013,-0.04,0.01,-0.652,1052,436,1488,thickness,HY1-vs-HY2,L_isthmuscingulate,lh,0.2212486498239776,0.011471208119589599,0.0827605888602368,584,-0.061
R_isthmuscingulate,0.771,-0.014,-0.004,0.013,-0.029,0.022,-0.165,1047,435,1482,thickness,HY1-vs-HY2,R_isthmuscingulate,rh,0.2184653938129115,0.01134980881060687,0.0827605888602368,584,-0.014
L_lateraloccipital,0.48,-0.035,-0.007,0.009,-0.025,0.012,-0.317,1036,423,1459,thickness,HY1-vs-HY2,L_lateraloccipital,lh,0.1493056868036902,0.0078176945764421,0.0827605888602368,584,-0.035
R_lateraloccipital,0.286,-0.053,-0.011,0.01,-0.03,0.009,-0.496,1035,429,1464,thickness,HY1-vs-HY2,R_lateraloccipital,rh,0.1526839267879651,0.007980916702929915,0.0827605888602368,584,-0.053
L_lateralorbitofrontal,0.818,0.011,0.002,0.011,-0.019,0.024,0.099,1055,429,1484,thickness,HY1-vs-HY2,L_lateralorbitofrontal,lh,0.2368625051545744,0.012297288543434577,0.0827605888602368,584,
R_lateralorbitofrontal,0.235,-0.051,-0.013,0.011,-0.034,0.008,-0.522,1051,431,1482,thickness,HY1-vs-HY2,R_lateralorbitofrontal,rh,0.2955741158849632,0.01535579455449765,0.0827605888602368,584,-0.051
L_lingual,0.268,-0.053,-0.009,0.008,-0.026,0.007,-0.488,1020,429,1449,thickness,HY1-vs-HY2,L_lingual,lh,0.2498141822812938,0.013125410445466614,0.0827605888602368,584,-0.053
R_lingual,0.122,-0.066,-0.013,0.009,-0.03,0.004,-0.679,996,420,1416,thickness,HY1-vs-HY2,R_lingual,rh,0.2610434941592119,0.01387430517859699,0.0827605888602368,584,-0.066
L_medialorbitofrontal,0.98,-0.001,0.001,0.011,-0.022,0.021,-0.012,1042,428,1470,thickness,HY1-vs-HY2,L_medialorbitofrontal,lh,0.2972194770645651,0.01550417258268111,0.0827605888602368,584,
R_medialorbitofrontal,0.5,-0.03,-0.008,0.011,-0.03,0.015,-0.335,1037,428,1465,thickness,HY1-vs-HY2,R_medialorbitofrontal,rh,0.2374629973130645,0.012408152675293412,0.0827605888602368,584,-0.03
L_middletemporal,0.295,-0.052,-0.012,0.012,-0.035,0.011,-0.461,960,389,1349,thickness,HY1-vs-HY2,L_middletemporal,lh,0.1664019105650013,0.009061129331277638,0.0827605888602368,584,-0.052
R_middletemporal,0.604,-0.024,-0.006,0.012,-0.029,0.017,-0.227,1018,420,1438,thickness,HY1-vs-HY2,R_middletemporal,rh,0.1421137530783172,0.007495259292441563,0.0827605888602368,584,-0.024
L_paracentral,0.987,0.001,0.001,0.012,-0.023,0.023,0.009,1047,435,1482,thickness,HY1-vs-HY2,L_paracentral,lh,0.2087907284844583,0.010847186404979616,0.0827605888602368,584,
R_paracentral,0.855,-0.009,-0.002,0.012,-0.025,0.021,-0.095,1040,433,1473,thickness,HY1-vs-HY2,R_paracentral,rh,0.1965077196420784,0.010240195268065869,0.0827605888602368,584,
L_parahippocampal,0.131,-0.076,-0.029,0.019,-0.067,0.009,-1.133,1055,435,1490,thickness,HY1-vs-HY2,L_parahippocampal,lh,0.1419923979078971,0.0073570203086465525,0.0827605888602368,584,-0.076
R_parahippocampal,0.62,-0.024,-0.008,0.017,-0.041,0.024,-0.324,1044,434,1478,thickness,HY1-vs-HY2,R_parahippocampal,rh,0.1475454646038709,0.007675711499494356,0.0827605888602368,584,-0.024
L_parsopercularis,0.742,-0.016,-0.003,0.01,-0.023,0.017,-0.14,1053,437,1490,thickness,HY1-vs-HY2,L_parsopercularis,lh,0.1700048874171607,0.008808425153214916,0.0827605888602368,584,-0.016
R_parsopercularis,0.974,-0.001,0.001,0.01,-0.021,0.02,-0.014,1052,436,1488,thickness,HY1-vs-HY2,R_parsopercularis,rh,0.1842800518819023,0.009554475605197465,0.0827605888602368,584,
L_parsorbitalis,0.58,-0.028,-0.007,0.013,-0.032,0.018,-0.274,1050,428,1478,thickness,HY1-vs-HY2,L_parsorbitalis,lh,0.2585720930571187,0.013451615022226719,0.0827605888602368,584,-0.028
R_parsorbitalis,0.182,-0.065,-0.017,0.013,-0.041,0.008,-0.663,1048,430,1478,thickness,HY1-vs-HY2,R_parsorbitalis,rh,0.2583572701375833,0.013440439356758047,0.0827605888602368,584,-0.065
L_parstriangularis,0.682,0.02,0.004,0.01,-0.016,0.024,0.182,1053,428,1481,thickness,HY1-vs-HY2,L_parstriangularis,lh,0.1947534591914286,0.010121331438094005,0.0827605888602368,584,0.02
R_parstriangularis,0.919,-0.005,-0.001,0.01,-0.021,0.019,-0.044,1045,430,1475,thickness,HY1-vs-HY2,R_parstriangularis,rh,0.2348309682032626,0.012228955205982094,0.0827605888602368,584,
L_pericalcarine,0.02,-0.105,-0.021,0.009,-0.039,-0.003,-1.346,976,414,1390,thickness,HY1-vs-HY2,L_pericalcarine,lh,0.2573619043092968,0.0138059678254109,0.0827605888602368,584,-0.105
R_pericalcarine,0.217,-0.052,-0.012,0.01,-0.031,0.007,-0.762,935,398,1333,thickness,HY1-vs-HY2,R_pericalcarine,rh,0.2823649468492684,0.015467698666999036,0.0827605888602368,584,-0.052
L_postcentral,0.998,0.001,0.001,0.009,-0.017,0.017,0.001,1002,407,1409,thickness,HY1-vs-HY2,L_postcentral,lh,0.1993295859291462,0.010620531801489225,0.0827605888602368,584,
R_postcentral,0.764,-0.013,-0.003,0.009,-0.02,0.015,-0.136,996,412,1408,thickness,HY1-vs-HY2,R_postcentral,rh,0.1919447953904879,0.010230691969495772,0.0827605888602368,584,-0.013
L_posteriorcingulate,0.815,-0.011,-0.003,0.011,-0.024,0.019,-0.108,1054,437,1491,thickness,HY1-vs-HY2,L_posteriorcingulate,lh,0.2107243510940018,0.010914551617267858,0.0827605888602368,584,-0.011
R_posteriorcingulate,0.346,-0.042,-0.01,0.011,-0.031,0.011,-0.435,1054,437,1491,thickness,HY1-vs-HY2,R_posteriorcingulate,rh,0.229542991757253,0.01188927059881663,0.0827605888602368,584,-0.042
L_precentral,0.465,0.036,0.008,0.012,-0.014,0.031,0.357,1010,415,1425,thickness,HY1-vs-HY2,L_precentral,lh,0.1934859788469978,0.01025113758485005,0.0827605888602368,584,0.036
R_precentral,0.939,0.004,0.001,0.012,-0.022,0.024,0.038,1008,424,1432,thickness,HY1-vs-HY2,R_precentral,rh,0.203213697138652,0.010740177623131935,0.0827605888602368,584,
L_precuneus,0.501,-0.031,-0.006,0.01,-0.025,0.012,-0.292,1053,433,1486,thickness,HY1-vs-HY2,L_precuneus,lh,0.1266028694300775,0.006568468778491851,0.0827605888602368,584,-0.031
